16:32:27.635 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
16:32:27.635 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 10:0
16:32:27.635 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:1
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:0
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:1
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:2
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:1
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:2
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:0
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:1
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:2
16:32:28.204 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:28.947 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:28.947 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:2
16:32:29.691 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
16:32:29.691 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 11:3
16:32:29.691 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:30.452 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:30.452 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:3
16:32:30.452 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:2
16:32:30.452 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:3
16:32:30.452 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:2
16:32:30.452 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:3
16:32:30.452 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:4
